Row,pedigree,KRN,CL,CD,CW,KC,TKW,AKW,I,Pedigree,Genotype,FBNote,Farm
6536,11-6536-4@,12,323,2.6,50.82,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6536,11-6536-7@,12,245,2.1,18.92,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6536,11-6536-1@,16,278,2.9,35.02,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6536,6536-8,12,356.34,NA,NA,502,186.29,0.371095618,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6536,6536-9,14,249.26,NA,NA,338,107.56,0.318224852,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,11-6537-11@,14,412,2.8,60.24,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,6537-6,14,274.7,NA,NA,270,36.07,0.133592593,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,11-6537-5@,14,293,2.5,34.24,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,11-6537-12@,14,323,2.5,51.56,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,6537-10,14,341.27,NA,NA,545,197.2,0.361834862,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,11-6537-3@,12,382,2.5,56.1,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,6537-7,12,347.86,NA,NA,609,199.99,0.328390805,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,11-6537-1@,14,312,2.3,23.05,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,6537-9,12,347.95,NA,NA,410,163.18,0.398,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6537,6537-8,14,281.17,NA,NA,273,74.79,0.273956044,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,11-6538-8@,12,206,2.3,14.48,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,6538-3,12,301.59,NA,NA,40,10.23,0.25575,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,11-6538-10@,14,279,1.8,14.38,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,11-6538-1@,16,298,2.4,42.6,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,11-6538-2@,12,374,2.2,44.64,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,6538-5,12,313.25,NA,NA,498,125.04,0.251084337,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,6538-6,14,333.84,NA,NA,518,178.16,0.343938224,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,6538-9,12,339.72,NA,NA,485,145.02,0.299010309,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,6538-4,16,322.12,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6538,6538-7,16,346.26,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,11-6539-1@,12,346,2.4,32.98,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,6539-11,16,280.1,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,11-6539-5@,12,256,2,18.32,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,11-6539-12@,12,321,2.5,40.74,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,6539-3,12,280.77,NA,NA,353,117.24,0.332124646,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539, 6539-11,NA,NA,NA,NA,693,199.48,0.287849928,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,11-6539-10@,14,392,2.8,38.9,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,11-6539-9@,12,308,2.3,22.69,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,6539-7,14,302.83,NA,NA,663,194.44,0.293273002,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,11-6539-6@,12,212,1.8,19.53,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6539,6539-2,18,406.35,NA,NA,916,292.08,0.318864629,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6540,11-6540-10@,12,291,2.5,32.53,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6540,11-6540-4@,12,NA,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6540,11-6540-1@,12,320,2.5,30.02,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6540,6540-9,12,289.99,NA,NA,184,40.39,0.21951087,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6540,6540-8,14,262.71,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6540,11-6540-6@,14,NA,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,6541-8,12,335.52,NA,NA,554,145.55,0.262725632,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,11-6541-1@,12,394,2.5,53.42,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,11-6541-2@,16,253,2.5,36.18,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,6541-5,10,343.56,NA,NA,537,161.05,0.29990689,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,11-6541-6@,14,306,2.3,29.3,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,11-6541-3@,12,330,2.2,37.41,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6541,11-6541-4@,14,310,2.6,45.49,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-10@,14,328,2.4,41.35,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,6542-4,12,366.81,NA,NA,453,142.42,0.314392936,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-5@,14,327,2.5,36.56,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-6@,12,333,2.4,45.76,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,6542-8,12,298.8,NA,NA,568,147.66,0.259964789,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-3@,16,270,2.3,37.22,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,6542-11,16,307.89,NA,NA,764,237.9,0.311387435,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-12@,16,337,3,40.64,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-1@,14,223,2.7,31.77,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,6542-2,16,423.53,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6542,11-6542-7@,16,314,2.4,38.5,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-9@,14,318,2.7,40.6,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-1@,10,293,2.1,31.75,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-3@,16,301,2.6,49.46,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,6543-4,14,363.11,NA,NA,682,259.6,0.380645161,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-8@,14,276,2.4,29.11,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-7@,14,302,2.4,43.41,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-5@,14,303,2.4,36.66,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-10@,18,289,2.4,27.96,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6543,11-6543-6@,16,269,2.4,26.95,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-3@,14,272,2.4,30.05,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-10@,12,367,2.4,48.24,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-11@,14,233,2.8,39,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-2@,14,290,2.6,47.87,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,6544-6,18,304.11,NA,NA,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-8@,16,286,2.5,41.27,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-5@,12,261,2.6,20.95,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-1@,12,431,2.7,71.77,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-7@,14,348,2.2,36.87,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6544,11-6544-6@,12,284,2.5,35.04,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6545,6545-2,14,341.47,NA,NA,94,26.49,0.281808511,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6545,11-6545-4@,14,326,2.6,45.54,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6545,6545-1,12,293.81,NA,NA,378,116.76,0.308888889,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6545,11-6545-6@,16,317,2.8,35.15,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6545,11-6545-5@,12,285,1.7,26.81,NA,NA,NA,LC,Ac4547,BSLE(M-L)C30,Agron Hall Ac Seed,Curtiss
6665,11-6665-5@,18,173,2.5,21.88,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-1@,20,89,2.4,10.6,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-2@,20,111,2.9,25.43,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-9@,16,132,1.9,18.46,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-6@,20,150,3,40.1,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-7@,20,161,2.4,21.95,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-3@,16,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-10@,18,70,2.1,5.02,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6665,11-6665-8@,20,191,2.9,44.66,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-11@,20,57,1.9,5.42,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-1@,18,139,2.3,19.45,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-5@,20,139,3,34.61,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-4@,20,145,2.5,20.6,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-6@,20,118,3,22.16,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-8@,18,39,3.2,9.56,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-9@,16,173,2.4,29.16,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6666,11-6666-3@,16,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6667,11-6667-10@,16,151,2.2,16.94,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6667,11-6667-2@,24,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6667,11-6667-6@,20,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6667,11-6667-8@,18,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6668,11-6668-10@,16,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6668,11-6668-3@,20,56,2.1,4.25,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6668,11-6668-4@,22,128,2.8,17.99,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6668,11-6668-6@,16,126,2.6,24.46,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6668,11-6668-8@,22,149,2.9,40.41,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-1@,20,100,2.6,20.26,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-2@,20,136,3.2,31.29,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-11@,22,79,2.7,20.49,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-8@,NA,53,1.4,2.66,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-5@,24,110,2.9,24.16,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-6@,18,50,1.1,1.36,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-3@,22,110,2.9,27.31,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-4@,24,147,2.9,44.78,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-10@,26,109,3.2,21.05,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-7@,20,135,2.7,25.87,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6669,11-6669-9@,22,121,2.3,10.47,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6670,11-6670-11@,16,148,2.4,22.06,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6670,11-6670-10@,20,98,2.7,18.08,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6670,11-6670-8@,20,39,1.9,3.22,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6670,11-6670-9@,16,55,2.8,11,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6670,11-6670-1@,16,104,2.6,16.29,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6670,11-6670-2@,16,136,2.3,17.09,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6671,11-6671-10@,20,103,2.2,8.98,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6671,11-6671-3@,16,114,2.7,15.39,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6671,11-6671-9@,22,151,2.7,21.56,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6671,11-6671-1@,22,134,1.8,9.61,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6671,11-6671-2@,16,NA,NA,NA,NA,NA,NA,LC,Ac3983,BSLE(M-S)C30,PI Ac seed,Curtiss
6672,11-6672-1@,14,356,2.1,50.95,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-2@,12,300,2,28.46,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-10@,12,339,2.2,31.36,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-11@,12,204,1.9,11.63,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-7@,16,270,2.8,34.13,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-9@,14,171,2.2,15.41,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-3@,12,290,2.5,44.48,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6672,11-6672-6@,18,212,2.5,26.65,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-1@,12,251,2.2,36.3,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-6@,12,317,2.5,59.75,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-7@,14,351,3.3,78.03,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-3@,12,221,2.6,26.36,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-5@,14,340,3.2,59.95,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-8@,14,318,3.2,60.12,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6673,11-6673-9@,12,184,2.5,27.62,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6674,11-6674-1@,14,306,3,40.62,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6674,11-6674-2@,12,277,2.5,29.71,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6674,11-6674-9@,10,288,2,23.9,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6674,11-6674-8@,18,270,2.8,35.82,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6674,11-6674-3@,14,354,2.1,52.79,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6674,11-6674-5@,16,304,2.8,35.62,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6675,11-6675-1@,12,347,2.5,39.81,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6675,11-6675-2@,12,367,3.3,72,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6676,11-6676-10@,14,323,2.8,35.45,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6676,11-6676-1@,12,237,2.5,30.42,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6676,11-6676-4@,12,366,2.5,48.97,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6676,11-6676-5@,14,277,2.6,40.87,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6676,11-6676-7@,14,317,2.4,42.7,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6676,11-6676-9@,18,285,2.9,55.89,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6677,11-6677-2@,16,389,2.5,51.28,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6677,11-6677-7@,12,314,2,25.49,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss
6677,11-6677-8@,14,NA,NA,NA,NA,NA,NA,LC,Ac3984,BSLE(M-L)C30,PI Ac seed,Curtiss


