order,Pedigree,Genotype,Note,KRN,QS,ST
2590,10NAM-1457-21@,Z009E0017,CML69,10,3,S
2591,10NAM-1457-22@,Z009E0017,CML69,12,4,S
2592,10NAM-1457-23@,Z009E0017,CML69,12,2,S
2595,10NAM-1460-21@,Z009E0020,CML69,12,5,S
2596,10NAM-1460-22@,Z009E0020,CML69,12,3,S
2598,10NAM-1461-21@,Z009E0021,CML69,12,4,S
2599,10NAM-1462-21@,Z009E0022,CML69,16,3,S
2600,10NAM-1462-22@,Z009E0022,CML69,16,5,S
2601,10NAM-1464-21@,Z009E0024,CML69,16,2,S
2602,10NAM-1464-22@,Z009E0024,CML69,16,3,S
2603,10NAM-1465-21@,Z009E0025,CML69,16,2,S
2604,10NAM-1466-21@,Z009E0026,CML69,14,4,S
2606,10NAM-1467-21@,Z009E0027,CML69,14,5,S
2607,10NAM-1467-22@,Z009E0027,CML69,16,4,S
2608,10NAM-1467-23@,Z009E0027,CML69,14,5,S
2609,10NAM-1468-21@,Z009E0028,CML69,14,2,S
2610,10NAM-1468-22@,Z009E0028,CML69,14,4,S
2612,10NAM-1469-21@,Z009E0029,CML69,14,3,S
2614,10NAM-1470-21@,Z009E0030,CML69,16,4,S
2615,10NAM-1470-22@,Z009E0030,CML69,18,5,S
2616,10NAM-1470-23@,Z009E0030,CML69,14,5,S
2617,10NAM-1471-21@,Z009E0031,CML69,12,5,S
2618,10NAM-1471-22@,Z009E0031,CML69,12,4,S
2619,10NAM-1471-23@,Z009E0031,CML69,12,2,S
2621,10NAM-1472-21@,Z009E0032,CML69,14,3,S
2622,10NAM-1472-22@,Z009E0032,CML69,16,4,T
2624,10NAM-1473-21@,Z009E0033,CML69,10,2,T
2626,10NAM-1474-21@,Z009E0034,CML69,18,4,T
2627,10NAM-1475-21@,Z009E0035,CML69,18,5,S
2628,10NAM-1476-21@,Z009E0036,CML69,17,2,S
2629,10NAM-1476-22@,Z009E0036,CML69,18,2,S
2630,10NAM-1477-21@,Z009E0037,CML69,14,4,S
2631,10NAM-1478-21@,Z009E0038,CML69,16,4,T
2632,10NAM-1478-22@,Z009E0038,CML69,14,5,S
2633,10NAM-1478-23@,Z009E0038,CML69,14,5,S
2634,10NAM-1480-21@,Z009E0040,CML69,12,2,S
2635,10NAM-1481-21@,Z009E0041,CML69,14,4,T
2636,10NAM-1482-21@,Z009E0042,CML69,14,2,S
2637,10NAM-1482-22@,Z009E0042,CML69,14,2,S
2638,10NAM-1483-21@,Z009E0043,CML69,16,3,S
2639,10NAM-1485-21@,Z009E0045,CML69,10,4,S
2640,10NAM-1485-22@,Z009E0045,CML69,10,4,S
2641,10NAM-1486-21@,Z009E0047,CML69,14,5,S
2642,10NAM-1486-22@,Z009E0047,CML69,14,3,T
2644,10NAM-1487-21@,Z009E0048,CML69,15,2,T
2645,10NAM-1489-21@,Z009E0050,CML69,14,1,S
2646,10NAM-1489-22@,Z009E0050,CML69,12,1,S
2647,10NAM-1490-21@,Z009E0051,CML69,16,3,S
2648,10NAM-1490-22@,Z009E0051,CML69,16,5,S
2649,10NAM-1490-23@,Z009E0051,CML69,12,5,S
2650,10NAM-1491-21@,Z009E0052,CML69,18,3,T
2651,10NAM-1492-21@,Z009E0053,CML69,12,4,T
2652,10NAM-1492-22@,Z009E0053,CML69,12,5,S
2653,10NAM-1493-21@,Z009E0054,CML69,12,3,T
2654,10NAM-1493-22@,Z009E0054,CML69,12,3,T
2655,10NAM-1493-23@,Z009E0054,CML69,10,2,S
2656,10NAM-1494-21@,Z009E0055,CML69,14,4,S
2657,10NAM-1494-22@,Z009E0055,CML69,14,4,S
2658,10NAM-1494-23@,Z009E0055,CML69,15,2,S
2659,10NAM-1495-21@,Z009E0056,CML69,12,2,S
2660,10NAM-1496-21@,Z009E0057,CML69,12,5,S
2661,10NAM-1496-22@,Z009E0057,CML69,12,5,S
2662,10NAM-1497-21@,Z009E0058,CML69,12,4,S
2663,10NAM-1497-22@,Z009E0058,CML69,12,5,S
2664,10NAM-1497-23@,Z009E0058,CML69,12,1,S
2665,10NAM-1499-21@,Z009E0060,CML69,16,5,S
2666,10NAM-1499-22@,Z009E0060,CML69,,,
2667,10NAM-1500-21@,Z009E0061,CML69,14,2,S
2668,10NAM-1501-21@,Z009E0062,CML69,16,4,S
2669,10NAM-1501-22@,Z009E0062,CML69,,,
2670,10NAM-1502-21@,Z009E0063,CML69,20,5,S
2671,10NAM-1502-22@,Z009E0063,CML69,14,2,S
2672,10NAM-1503-21@,Z009E0064,CML69,12,5,S
2673,10NAM-1503-22@,Z009E0064,CML69,12,3,S
2674,10NAM-1505-21@,Z009E0066,CML69,16,5,S
2675,10NAM-1506-21@,Z009E0067,CML69,16,5,S
2676,10NAM-1507-21@,Z009E0068,CML69,10,5,S
2677,10NAM-1507-22@,Z009E0068,CML69,10,4,S
2678,10NAM-1509-21@,Z009E0070,CML69,16,4,S
2679,10NAM-1509-22@,Z009E0070,CML69,14,1,S
2680,10NAM-1509-23@,Z009E0070,CML69,14,5,S
2682,10NAM-1510-21@,Z009E0071,CML69,14,4,S
2683,10NAM-1511-21@,Z009E0072,CML69,14,3,S
2684,10NAM-1511-22@,Z009E0072,CML69,18,4,S
2685,10NAM-1512-21@,Z009E0073,CML69,14,4,S
2686,10NAM-1512-22@,Z009E0073,CML69,12,2,S
2687,10NAM-1513-21@,Z009E0074,CML69,14,5,S
2688,10NAM-1514-21@,Z009E0075,CML69,14,4,S
2689,10NAM-1514-22@,Z009E0075,CML69,16,4,S
2690,10NAM-1515-21@,Z009E0076,CML69,12,5,S
2691,10NAM-1515-22@,Z009E0076,CML69,12,1,S
2692,10NAM-1515-23@,Z009E0076,CML69,14,4,S
2693,10NAM-1516-21@,Z009E0077,CML69,18,4,T
2694,10NAM-1516-22@,Z009E0077,CML69,16,4,T
2695,10NAM-1517-21@,Z009E0078,CML69,14,5,S
2696,10NAM-1517-22@,Z009E0078,CML69,12,4,S
2697,10NAM-1517-23@,Z009E0078,CML69,12,3,S
2698,10NAM-1518-21@,Z009E0079,CML69,12,4,S
2699,10NAM-1519-21@,Z009E0080,CML69,12,1,S
2700,10NAM-1519-22@,Z009E0080,CML69,12,3,T
2701,10NAM-1519-23@,Z009E0080,CML69,,,
2702,10NAM-1521-21@,Z009E0083,CML69,,,
2703,10NAM-1522-21@,Z009E0084,CML69,16,5,S
2704,10NAM-1523-21@,Z009E0085,CML69,14,3,S
2705,10NAM-1524-21@,Z009E0086,CML69,14,5,S
2706,10NAM-1524-22@,Z009E0086,CML69,12,2,S
2708,10NAM-1525-21@,Z009E0087,CML69,12,5,S
2709,10NAM-1525-22@,Z009E0087,CML69,14,4,S
2710,10NAM-1526-21@,Z009E0088,CML69,12,4,S
2711,10NAM-1527-21@,Z009E0089,CML69,14,1,S
2712,10NAM-1527-22@,Z009E0089,CML69,12,3,S
2713,10NAM-1528-21@,Z009E0090,CML69,10,4,S
2714,10NAM-1529-21@,Z009E0091,CML69,14,1,S
2715,10NAM-1530-21@,Z009E0092,CML69,16,3,S
2716,10NAM-1530-22@,Z009E0092,CML69,16,2,S
2717,10NAM-1531-21@,Z009E0093,CML69,14,4,S
2718,10NAM-1531-22@,Z009E0093,CML69,14,4,T
2719,10NAM-1532-21@,Z009E0094,CML69,14,4,S
2720,10NAM-1532-22@,Z009E0094,CML69,12,5,S
2721,10NAM-1533-21@,Z009E0095,CML69,14,5,S
2722,10NAM-1533-22@,Z009E0095,CML69,14,4,S
2723,10NAM-1533-23@,Z009E0095,CML69,12,4,S
2724,10NAM-1534-21@,Z009E0096,CML69,16,2,T
2726,10NAM-1535-21@,Z009E0097,CML69,14,3,T
2727,10NAM-1536-21@,Z009E0098,CML69,12,4,S
2728,10NAM-1536-22@,Z009E0098,CML69,16,3,S
2729,10NAM-1536-23@,Z009E0098,CML69,16,5,S
2730,10NAM-1537-21@,Z009E0099,CML69,14,2,S
2732,10NAM-1539-21@,Z009E0101,CML69,12,4,S
2733,10NAM-1540-21@,Z009E0102,CML69,8,4,S
2734,10NAM-1540-22@,Z009E0102,CML69,12,4,S
2735,10NAM-1540-23@,Z009E0102,CML69,12,5,S
2736,10NAM-1541-21@,Z009E0103,CML69,16,5,S
2737,10NAM-1541-22@,Z009E0103,CML69,14,2,T
2738,10NAM-1542-21@,Z009E0104,CML69,12,5,S
2739,10NAM-1544-21@,Z009E0106,CML69,16,4,S
2740,10NAM-1544-22@,Z009E0106,CML69,14,3,S
2741,10NAM-1545-21@,Z009E0107,CML69,16,3,T
2742,10NAM-1545-22@,Z009E0107,CML69,16,3,T
2743,10NAM-1546-21@,Z009E0108,CML69,12,2,T
2744,10NAM-1547-21@,Z009E0109,CML69,14,1,S
2745,10NAM-1547-22@,Z009E0109,CML69,14,3,T
2746,10NAM-1548-21@,Z009E0110,CML69,10,2,S
2747,10NAM-1548-22@,Z009E0110,CML69,12,1,S
2750,10NAM-1549-21@,Z009E0111,CML69,12,4,S
2751,10NAM-1549-22@,Z009E0111,CML69,12,3,S
2752,10NAM-1549-23@,Z009E0111,CML69,12,1,S
2754,10NAM-1551-21@,Z009E0113,CML69,14,5,S
2755,10NAM-1551-22@,Z009E0113,CML69,14,5,S
2757,10NAM-1555-21@,Z009E0117,CML69,12,4,S
2758,10NAM-1556-21@,Z009E0118,CML69,14,3,S
2759,10NAM-1559-21@,Z009E0121,CML69,16,2,T
2760,10NAM-1564-21@,Z009E0126,CML69,10,1,S
2761,10NAM-1565-21@,Z009E0127,CML69,14,3,T
2762,10NAM-1566-21@,Z009E0128,CML69,16,4,S
2764,10NAM-1568-21@,Z009E0130,CML69,8,1,S
2765,10NAM-1569-21@,Z009E0131,CML69,12,5,S
2766,10NAM-1570-21@,Z009E0132,CML69,14,3,T
2767,10NAM-1573-21@,Z009E0135,CML69,16,2,T
2769,10NAM-1576-21@,Z009E0138,CML69,12,2,S
2770,10NAM-1578-21@,Z009E0141,CML69,12,4,S
2771,10NAM-1578-22@,Z009E0141,CML69,12,2,S
2772,10NAM-1580-21@,Z009E0143,CML69,16,2,S
2773,10NAM-1580-22@,Z009E0143,CML69,14,4,S
2774,10NAM-1580-23@,Z009E0143,CML69,14,5,S
2775,10NAM-1581-21@,Z009E0144,CML69,10,4,T
2776,10NAM-1582-21@,Z009E0145,CML69,12,3,S
2777,10NAM-1582-22@,Z009E0145,CML69,10,5,S
2778,10NAM-1583-21@,Z009E0146,CML69,18,3,T
2779,10NAM-1583-22@,Z009E0146,CML69,16,4,S
2780,10NAM-1583-23@,Z009E0146,CML69,14,4,S
2781,10NAM-1584-21@,Z009E0147,CML69,16,3,S
2782,10NAM-1585-21@,Z009E0149,CML69,12,5,S
2783,10NAM-1585-22@,Z009E0149,CML69,12,5,S
2784,10NAM-1585-23@,Z009E0149,CML69,12,2,S
2785,10NAM-1585-24@,Z009E0149,CML69,12,5,S
2786,10NAM-1586-21@,Z009E0150,CML69,16,4,T
2787,10NAM-1586-22@,Z009E0150,CML69,14,4,T
2788,10NAM-1587-21@,Z009E0151,CML69,14,5,S
2789,10NAM-1588-21@,Z009E0152,CML69,14,3,T
2790,10NAM-1588-22@,Z009E0152,CML69,14,2,S
2791,10NAM-1588-23@,Z009E0152,CML69,,,
2792,10NAM-1590-21@,Z009E0154,CML69,14,4,T
2793,10NAM-1590-22@,Z009E0154,CML69,12,5,S
2794,10NAM-1590-23@,Z009E0154,CML69,18,4,T
2795,10NAM-1591-21@,Z009E0155,CML69,14,3,T
2796,10NAM-1591-22@,Z009E0155,CML69,12,3,S
2797,10NAM-1592-21@,Z009E0156,CML69,18,4,S
2798,10NAM-1594-21@,Z009E0158,CML69,14,5,S
2799,10NAM-1594-22@,Z009E0158,CML69,14,4,S
2800,10NAM-1594-23@,Z009E0158,CML69,,,
2801,10NAM-1595-21@,Z009E0159,CML69,12,5,S
2803,10NAM-1596-21@,Z009E0160,CML69,12,5,S
2804,10NAM-1597-21@,Z009E0161,CML69,14,3,S
2805,10NAM-1598-21@,Z009E0162,CML69,14,5,S
2806,10NAM-1598-22@,Z009E0162,CML69,12,5,
2807,10NAM-1598-23@,Z009E0162,CML69,,,
2808,10NAM-1600-21@,Z009E0164,CML69,14,4,S
2809,10NAM-1601-21@,Z009E0165,CML69,14,3,S
2810,10NAM-1601-22@,Z009E0165,CML69,13,2,S
2811,10NAM-1601-23@,Z009E0165,CML69,12,5,S
2812,10NAM-1602-21@,Z009E0166,CML69,14,3,S
2813,10NAM-1602-22@,Z009E0166,CML69,14,3,S
2814,10NAM-1602-23@,Z009E0166,CML69,14,3,S
2815,10NAM-1602-24@,Z009E0166,CML69,14,3,S
2816,10NAM-1603-21@,Z009E0167,CML69,16,3,S
2817,10NAM-1603-22@,Z009E0167,CML69,14,4,S
2818,10NAM-1603-23@,Z009E0167,CML69,16,5,S
2819,10NAM-1604-21@,Z009E0168,CML69,16,5,S
2820,10NAM-1604-22@,Z009E0168,CML69,16,4,T
2821,10NAM-1605-21@,Z009E0169,CML69,16,4,S
2822,10NAM-1605-22@,Z009E0169,CML69,14,4,S
2823,10NAM-1606-21@,Z009E0170,CML69,14,3,S
2824,10NAM-1607-21@,Z009E0171,CML69,14,5,S
2825,10NAM-1608-21@,Z009E0173,CML69,14,4,T
2826,10NAM-1609-21@,Z009E0174,CML69,12,5,S
2827,10NAM-1610-21@,Z009E0175,CML69,18,4,T
2828,10NAM-1611-21@,Z009E0176,CML69,18,4,T
2829,10NAM-1611-22@,Z009E0176,CML69,18,4,T
2830,10NAM-1612-21@,Z009E0177,CML69,12,3,S
2831,10NAM-1612-22@,Z009E0177,CML69,12,2,S
2832,10NAM-1612-23@,Z009E0177,CML69,,,
2833,10NAM-1613-21@,Z009E0178,CML69,12,5,S
2834,10NAM-1613-22@,Z009E0178,CML69,14,5,S
2835,10NAM-1614-21@,Z009E0179,CML69,16,5,S
2836,10NAM-1614-22@,Z009E0179,CML69,16,3,S
2837,10NAM-1614-23@,Z009E0179,CML69,16,3,S
2838,10NAM-1616-21@,Z009E0181,CML69,12,4,S
2839,10NAM-1616-22@,Z009E0181,CML69,12,3,S
2840,10NAM-1616-23@,Z009E0181,CML69,12,4,S
2842,10NAM-1619-21@,Z009E0184,CML69,18,2,T
2843,10NAM-1620-21@,Z009E0185,CML69,14,5,S
2846,10NAM-1624-21@,Z009E0190,CML69,12,5,S
2847,10NAM-1624-22@,Z009E0190,CML69,12,3,S
2848,10NAM-1626-21@,Z009E0192,CML69,16,2,S
2849,10NAM-1628-21@,Z009E0194,CML69,16,5,S
2850,10NAM-1628-22@,Z009E0194,CML69,16,5,S
2851,10NAM-1630-21@,Z009E0197,CML69,12,2,S
2853,10NAM-1631-21@,Z009E0198,CML69,12,1,S
2858,10NAM-1639-21@,Z021E0002,NC358,16,2,S
2859,10NAM-1639-22@,Z021E0002,NC358,16,3,S
2861,10NAM-1641-21@,Z021E0004,NC358,14,3,S
2863,10NAM-1642-21@,Z021E0005,NC358,12,5,S
2864,10NAM-1642-22@,Z021E0005,NC358,10,4,S
2865,10NAM-1642-23@,Z021E0005,NC358,10,2,S
2866,10NAM-1643-21@,Z021E0006,NC358,14,5,S
2867,10NAM-1644-21@,Z021E0007,NC358,12,3,T
2868,10NAM-1644-22@,Z021E0007,NC358,12,3,T
2869,10NAM-1646-21@,Z021E0009,NC358,14,5,S
2870,10NAM-1646-22@,Z021E0009,NC358,14,3,S
2871,10NAM-1647-21@,Z021E0010,NC358,10,3,T
2872,10NAM-1647-22@,Z021E0010,NC358,12,5,T
2873,10NAM-1648-21@,Z021E0011,NC358,12,4,S
2874,10NAM-1648-22@,Z021E0011,NC358,12,5,S
2876,10NAM-1649-21@,Z021E0012,NC358,14,3,S
2879,10NAM-1653-21@,Z021E0016,NC358,14,5,S
2880,10NAM-1653-22@,Z021E0016,NC358,13,3,S
2882,10NAM-1655-21@,Z021E0019,NC358,18,3,T
2883,10NAM-1655-22@,Z021E0019,NC358,18,3,T
2884,10NAM-1655-23@,Z021E0019,NC358,20,4,T
2885,10NAM-1660-21@,Z021E0025,NC358,12,4,S
2886,10NAM-1660-22@,Z021E0025,NC358,12,3,S
2888,10NAM-1661-21@,Z021E0026,NC358,12,2,S
2889,10NAM-1661-22@,Z021E0026,NC358,14,4,S
2890,10NAM-1663-21@,Z021E0028,NC358,16,3,T
2891,10NAM-1663-22@,Z021E0028,NC358,16,2,S
2892,10NAM-1665-21@,Z021E0030,NC358,14,5,S
2893,10NAM-1665-22@,Z021E0030,NC358,16,2,S
2894,10NAM-1667-21@,Z021E0032,NC358,16,5,S
2895,10NAM-1668-21@,Z021E0033,NC358,12,5,S
2896,10NAM-1668-22@,Z021E0033,NC358,12,5,S
2897,10NAM-1676-21@,Z021E0041,NC358,,,
2898,10NAM-1677-21@,Z021E0042,NC358,12,5,S
2899,10NAM-1677-22@,Z021E0042,NC358,14,4,S
2900,10NAM-1678-21@,Z021E0043,NC358,12,3,S
2901,10NAM-1680-21@,Z021E0045,NC358,12,4,S
2902,10NAM-1680-22@,Z021E0045,NC358,12,4,S
2903,10NAM-1680-23@,Z021E0045,NC358,14,4,S
2905,10NAM-1681-21@,Z021E0046,NC358,22,5,S
2906,10NAM-1681-22@,Z021E0046,NC358,18,5,S
2907,10NAM-1682-21@,Z021E0047,NC358,14,4,S
2909,10NAM-1683-21@,Z021E0048,NC358,14,3,S
2910,10NAM-1683-22@,Z021E0048,NC358,14,4,S
2911,10NAM-1683-23@,Z021E0048,NC358,14,4,S
2912,10NAM-1683-24@,Z021E0048,NC358,14,4,S
2913,10NAM-1685-21@,Z021E0050,NC358,12,3,S
2914,10NAM-1685-22@,Z021E0050,NC358,14,4,S
2916,10NAM-1686-21@,Z021E0051,NC358,12,5,S
2917,10NAM-1686-22@,Z021E0051,NC358,14,5,S
2918,10NAM-1686-23@,Z021E0051,NC358,12,5,S
2921,10NAM-1688-21@,Z021E0053,NC358,12,4,S
2922,10NAM-1688-22@,Z021E0053,NC358,12,5,S
2923,10NAM-1688-23@,Z021E0053,NC358,12,5,S
2925,10NAM-1689-21@,Z021E0054,NC358,18,4,T
2926,10NAM-1689-22@,Z021E0054,NC358,18,2,T
2927,10NAM-1690-21@,Z021E0055,NC358,12,5,S
2928,10NAM-1691-21@,Z021E0056,NC358,16,5,S
2929,10NAM-1692-21@,Z021E0057,NC358,18,3,S
2930,10NAM-1692-22@,Z021E0057,NC358,16,1,S
2932,10NAM-1693-21@,Z021E0058,NC358,14,3,S
2933,10NAM-1694-21@,Z021E0059,NC358,14,2,T
2934,10NAM-1695-21@,Z021E0060,NC358,14,4,S
2935,10NAM-1696-21@,Z021E0061,NC358,18,5,S
2936,10NAM-1696-22@,Z021E0061,NC358,14,5,S
2937,10NAM-1697-21@,Z021E0062,NC358,14,5,S
2938,10NAM-1698-21@,Z021E0063,NC358,20,3,S
2940,10NAM-1699-21@,Z021E0064,NC358,16,3,T
2941,10NAM-1699-22@,Z021E0064,NC358,14,3,S
2942,10NAM-1700-21@,Z021E0065,NC358,14,3,S
2943,10NAM-1700-22@,Z021E0065,NC358,14,2,S
2944,10NAM-1700-23@,Z021E0065,NC358,14,3,S
2945,10NAM-1702-21@,Z021E0067,NC358,12,4,S
2946,10NAM-1704-21@,Z021E0070,NC358,14,4,S
2947,10NAM-1704-22@,Z021E0070,NC358,16,5,S
2948,10NAM-1705-21@,Z021E0071,NC358,17,3,S
2951,10NAM-1707-21@,Z021E0073,NC358,14,5,S
2952,10NAM-1707-22@,Z021E0073,NC358,18,3,T
2953,10NAM-1707-23@,Z021E0073,NC358,14,3,S
2954,10NAM-1707-24@,Z021E0073,NC358,14,4,S
2955,10NAM-1708-21@,Z021E0074,NC358,14,3,S
2956,10NAM-1709-21@,Z021E0075,NC358,16,5,S
2957,10NAM-1709-22@,Z021E0075,NC358,16,5,S
2958,10NAM-1709-23@,Z021E0075,NC358,18,5,S
2959,10NAM-1710-21@,Z021E0076,NC358,14,3,S
2960,10NAM-1711-21@,Z021E0077,NC358,18,2,S
2961,10NAM-1711-22@,Z021E0077,NC358,16,5,S
2962,10NAM-1712-21@,Z021E0078,NC358,12,4,S
2963,10NAM-1715-21@,Z021E0081,NC358,14,5,S
2964,10NAM-1715-22@,Z021E0081,NC358,16,3,T
2965,10NAM-1718-21@,Z021E0084,NC358,14,3,S
2966,10NAM-1718-22@,Z021E0084,NC358,12,3,S
2967,10NAM-1720-21@,Z021E0086,NC358,16,4,S
2968,10NAM-1720-22@,Z021E0086,NC358,16,3,S
2969,10NAM-1721-21@,Z021E0087,NC358,18,4,T
2970,10NAM-1722-21@,Z021E0088,NC358,12,4,S
2971,10NAM-1723-21@,Z021E0089,NC358,12,3,S
2972,10NAM-1723-22@,Z021E0089,NC358,12,4,S
2973,10NAM-1724-21@,Z021E0090,NC358,16,5,S
2974,10NAM-1725-21@,Z021E0091,NC358,12,3,S
2975,10NAM-1725-22@,Z021E0091,NC358,12,2,S
2976,10NAM-1725-23@,Z021E0091,NC358,12,3,S
2977,10NAM-1725-24@,Z021E0091,NC358,14,3,S
2978,10NAM-1726-21@,Z021E0092,NC358,14,3,S
2979,10NAM-1726-22@,Z021E0092,NC358,14,2,S
2980,10NAM-1726-23@,Z021E0092,NC358,12,2,S
2982,10NAM-1728-21@,Z021E0094,NC358,12,4,S
2983,10NAM-1729-21@,Z021E0096,NC358,12,3,T
2984,10NAM-1729-22@,Z021E0096,NC358,16,4,T
2985,10NAM-1729-23@,Z021E0096,NC358,14,2,T
2986,10NAM-1730-21@,Z021E0097,NC358,12,2,S
2987,10NAM-1731-21@,Z021E0098,NC358,18,3,T
2990,10NAM-1733-21@,Z021E0100,NC358,22,4,T
2991,10NAM-1733-22@,Z021E0100,NC358,16,3,T
2992,10NAM-1734-21@,Z021E0101,NC358,14,2,T
2993,10NAM-1735-21@,Z021E0102,NC358,12,3,T
2994,10NAM-1736-21@,Z021E0103,NC358,16,3,S
2995,10NAM-1736-22@,Z021E0103,NC358,18,4,T
2996,10NAM-1736-23@,Z021E0103,NC358,18,2,T
2997,10NAM-1737-21@,Z021E0104,NC358,18,4,T
2998,10NAM-1737-22@,Z021E0104,NC358,16,5,S
2999,10NAM-1738-21@,Z021E0105,NC358,14,2,T
3000,10NAM-1738-22@,Z021E0105,NC358,12,4,S
3001,10NAM-1738-23@,Z021E0105,NC358,14,3,T
3002,10NAM-1739-21@,Z021E0106,NC358,14,1,S
3003,10NAM-1739-22@,Z021E0106,NC358,12,4,S
3005,10NAM-1740-21@,Z021E0107,NC358,16,5,S
3006,10NAM-1740-22@,Z021E0107,NC358,14,3,S
3007,10NAM-1741-21@,Z021E0108,NC358,14,5,S
3008,10NAM-1742-21@,Z021E0109,NC358,10,5,S
3009,10NAM-1742-22@,Z021E0109,NC358,12,2,S
3010,10NAM-1743-21@,Z021E0110,NC358,14,4,S
3011,10NAM-1746-21@,Z021E0113,NC358,16,5,S
3013,10NAM-1748-21@,Z021E0115,NC358,20,4,S
3015,10NAM-1749-21@,Z021E0116,NC358,14,5,S
3016,10NAM-1749-22@,Z021E0116,NC358,12,5,S
3017,10NAM-1750-21@,Z021E0117,NC358,16,3,S
3018,10NAM-1751-21@,Z021E0118,NC358,16,3,T
3019,10NAM-1751-22@,Z021E0118,NC358,16,3,T
3020,10NAM-1753-21@,Z021E0120,NC358,10,3,S
3021,10NAM-1755-21@,Z021E0122,NC358,14,5,S
3022,10NAM-1756-21@,Z021E0123,NC358,16,4,S
3023,10NAM-1756-22@,Z021E0123,NC358,16,2,S
3024,10NAM-1756-23@,Z021E0123,NC358,14,3,S
3025,10NAM-1756-24@,Z021E0123,NC358,16,3,T
3026,10NAM-1757-21@,Z021E0124,NC358,17,2,T
3027,10NAM-1757-22@,Z021E0124,NC358,22,4,T
3028,10NAM-1758-21@,Z021E0125,NC358,18,3,T
3029,10NAM-1758-22@,Z021E0125,NC358,18,2,T
3030,10NAM-1758-23@,Z021E0125,NC358,16,4,S
3031,10NAM-1759-21@,Z021E0126,NC358,12,3,S
3033,10NAM-1760-21@,Z021E0127,NC358,18,5,S
3034,10NAM-1760-22@,Z021E0127,NC358,16,3,S
3036,10NAM-1761-21@,Z021E0128,NC358,16,3,T
3038,10NAM-1762-21@,Z021E0129,NC358,14,3,S
3039,10NAM-1762-22@,Z021E0129,NC358,14,5,S
3040,10NAM-1763-21@,Z021E0130,NC358,14,1,S
3041,10NAM-1763-22@,Z021E0130,NC358,18,5,S
3042,10NAM-1764-21@,Z021E0131,NC358,14,4,S
3043,10NAM-1764-22@,Z021E0131,NC358,16,4,S
3044,10NAM-1764-23@,Z021E0131,NC358,12,4,S
3045,10NAM-1764-24@,Z021E0131,NC358,12,2,S
3046,10NAM-1765-21@,Z021E0133,NC358,20,4,T
3047,10NAM-1766-21@,Z021E0134,NC358,14,3,S
3048,10NAM-1766-22@,Z021E0134,NC358,16,4,T
3050,10NAM-1768-21@,Z021E0136,NC358,14,5,S
3051,10NAM-1768-22@,Z021E0136,NC358,14,5,S
3052,10NAM-1769-21@,Z021E0137,NC358,18,3,T
3053,10NAM-1770-21@,Z021E0138,NC358,20,4,T
3054,10NAM-1771-21@,Z021E0139,NC358,14,4,S
3055,10NAM-1771-22@,Z021E0139,NC358,18,5,S
3058,10NAM-1772-21@,Z021E0140,NC358,16,1,S
3059,10NAM-1772-22@,Z021E0140,NC358,16,5,S
3060,10NAM-1772-23@,Z021E0140,NC358,14,3,S
3061,10NAM-1773-21@,Z021E0141,NC358,12,5,S
3062,10NAM-1774-21@,Z021E0144,NC358,16,5,S
3063,10NAM-1776-21@,Z021E0146,NC358,16,4,S
3064,10NAM-1778-21@,Z021E0148,NC358,18,5,S
3065,10NAM-1779-21@,Z021E0149,NC358,14,4,S
3066,10NAM-1780-21@,Z021E0150,NC358,16,4,T
3067,10NAM-1783-21@,Z021E0153,NC358,16,3,T
3068,10NAM-1783-22@,Z021E0153,NC358,14,3,S
3069,10NAM-1784-21@,Z021E0154,NC358,14,5,S
3070,10NAM-1785-21@,Z021E0155,NC358,14,4,S
3071,10NAM-1786-21@,Z021E0156,NC358,12,4,S
3074,10NAM-1787-21@,Z021E0157,NC358,14,4,T
3075,10NAM-1787-22@,Z021E0157,NC358,16,4,S
3076,10NAM-1788-21@,Z021E0158,NC358,12,3,S
3077,10NAM-1790-21@,Z021E0160,NC358,18,5,S
3078,10NAM-1790-22@,Z021E0160,NC358,16,5,S
3079,10NAM-1790-23@,Z021E0160,NC358,18,4,T
3080,10NAM-1795-21@,Z021E0166,NC358,12,3,S
3082,10NAM-1796-21@,Z021E0167,NC358,16,5,S
3083,10NAM-1797-21@,Z021E0168,NC358,12,5,S
3084,10NAM-1798-21@,Z021E0169,NC358,16,5,S
3085,10NAM-1800-21@,Z021E0172,NC358,16,4,T
3086,10NAM-1801-21@,Z021E0173,NC358,16,5,S
3087,10NAM-1803-21@,Z021E0175,NC358,12,5,S
3088,10NAM-1803-22@,Z021E0175,NC358,10,4,T
3089,10NAM-1803-23@,Z021E0175,NC358,14,5,S
3090,10NAM-1804-21@,Z021E0176,NC358,15,2,T
3091,10NAM-1805-21@,Z021E0177,NC358,12,5,S
3092,10NAM-1806-21@,Z021E0178,NC358,12,4,S
3094,10NAM-1807-21@,Z021E0179,NC358,12,5,S
3095,10NAM-1807-22@,Z021E0179,NC358,12,5,S
3096,10NAM-1808-21@,Z021E0180,NC358,14,5,S
3097,10NAM-1808-22@,Z021E0180,NC358,14,4,S
3098,10NAM-1809-21@,Z021E0181,NC358,16,4,S
3099,10NAM-1809-22@,Z021E0181,NC358,12,5,S
3100,10NAM-1809-23@,Z021E0181,NC358,12,4,S
3101,10NAM-1810-21@,Z021E0182,NC358,14,5,S
3103,10NAM-1813-21@,Z021E0185,NC358,14,5,S
